test	subtest	status
/dom/nodes/Node-isSameNode.html	elements should be compared on reference (namespaced element)	PASS
/dom/nodes/Node-isSameNode.html	processing instructions should be compared on reference	FAIL
/dom/nodes/Node-isSameNode.html	text nodes should be compared on reference	PASS
/dom/nodes/Node-lookupNamespaceURI.html	<harness>	OK
/dom/nodes/Node-lookupNamespaceURI.html	Child element has namespace URI matching prefix	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Child element should have XMLNS namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Child element should have null namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Child element should inherit baz namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Comment should inherit  baz namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Comment should inherit bar namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Comment should inherit baz namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Comment should inherit namespace URI matching prefix	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Document has bar namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Document has no namespace URI matching prefix	PASS
/dom/nodes/Node-lookupNamespaceURI.html	Document should have xhtml namespace, prefix ""	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Document should have xhtml namespace, prefix null	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Document without documentElement has no namespace URI matching "xml"	PASS
/dom/nodes/Node-lookupNamespaceURI.html	Document without documentElement has no namespace URI matching "xmlns"	PASS
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment is in default namespace, prefix ""	PASS
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment is in default namespace, prefix "foo"	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment is in default namespace, prefix "xmlns"	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment is in default namespace, prefix null	PASS
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment should have null namespace, prefix ""	PASS
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment should have null namespace, prefix "foo"	PASS
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment should have null namespace, prefix "xml"	PASS
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment should have null namespace, prefix "xmlns"	PASS
/dom/nodes/Node-lookupNamespaceURI.html	DocumentFragment should have null namespace, prefix null	PASS
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType is in default namespace, prefix ""	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType is in default namespace, prefix "foo"	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType is in default namespace, prefix "xmlns"	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType is in default namespace, prefix null	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType should have null namespace, prefix ""	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType should have null namespace, prefix "foo"	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType should have null namespace, prefix "xml"	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType should have null namespace, prefix "xmlns"	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	DocumentType should have null namespace, prefix null	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Element has bar namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Element has namespace URI matching prefix	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Element should have XML namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Element should have XMLNS namespace	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Element should have baz namespace, prefix ""	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Element should have baz namespace, prefix null	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Element should have namespace with xmlns prefix	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Element should have null namespace, prefix ""	PASS
/dom/nodes/Node-lookupNamespaceURI.html	Element should have null namespace, prefix null	PASS
/dom/nodes/Node-lookupNamespaceURI.html	Element should not have namespace matching prefix with namespaceURI value	PASS
/dom/nodes/Node-lookupNamespaceURI.html	Empty namespace is not default for child, prefix ""	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Empty namespace is not default for child, prefix null	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Empty namespace is not default on fooElem, prefix ""	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Empty namespace is not default on fooElem, prefix null	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	Empty namespace is not default, prefix ""	PASS
/dom/nodes/Node-lookupNamespaceURI.html	Empty namespace is not default, prefix null	PASS
/dom/nodes/Node-lookupNamespaceURI.html	For comment, empty namespace is not default, prefix ""	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For comment, empty namespace is not default, prefix null	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For comment, fooNamespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For comment, inherited bar namespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For comment, inherited baz namespace is default	PASS
/dom/nodes/Node-lookupNamespaceURI.html	For comment, xmlns namespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For document, bar namespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For document, baz namespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For document, empty namespace is not default, prefix ""	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For document, empty namespace is not default, prefix null	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For document, fooNamespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	For document, xhtml namespace is default	PASS
/dom/nodes/Node-lookupNamespaceURI.html	For document, xmlns namespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	bar namespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	bar namespace is not default for child	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	baz namespace is default	PASS
/dom/nodes/Node-lookupNamespaceURI.html	baz namespace is default for child	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	childNamespace is default for child	PASS
/dom/nodes/Node-lookupNamespaceURI.html	fooNamespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	fooNamespace is not default for child	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	xmlns namespace is not default	FAIL
/dom/nodes/Node-lookupNamespaceURI.html	xmlns namespace is not default for child	FAIL
/dom/nodes/Node-mutation-adoptNode.html	<harness>	OK
/dom/nodes/Node-mutation-adoptNode.html	Adopting an element into a different document update's the element's owner doc as well as the owner docs of it's attributes	FAIL
/dom/nodes/Node-mutation-adoptNode.html	simple append of foreign div with text	FAIL
/dom/nodes/Node-nodeName.html	<harness>	OK
/dom/nodes/Node-nodeName.html	For Comment nodes, nodeName should return "#comment".	PASS
/dom/nodes/Node-nodeName.html	For Document nodes, nodeName should return "#document".	PASS
/dom/nodes/Node-nodeName.html	For DocumentFragment nodes, nodeName should return "#document-fragment".	PASS
/dom/nodes/Node-nodeName.html	For DocumentType nodes, nodeName should return the name.	FAIL
/dom/nodes/Node-nodeName.html	For Element nodes, nodeName should return the same as tagName.	PASS
/dom/nodes/Node-nodeName.html	For Text nodes, nodeName should return "#text".	PASS
/dom/nodes/Node-nodeValue.html	<harness>	OK
/dom/nodes/Node-nodeValue.html	Comment.nodeValue	FAIL
/dom/nodes/Node-nodeValue.html	Document.nodeValue	PASS
/dom/nodes/Node-nodeValue.html	DocumentFragment.nodeValue	PASS
/dom/nodes/Node-nodeValue.html	DocumentType.nodeValue	FAIL
/dom/nodes/Node-nodeValue.html	Element.nodeValue	PASS
/dom/nodes/Node-nodeValue.html	ProcessingInstruction.nodeValue	FAIL
/dom/nodes/Node-nodeValue.html	Text.nodeValue	FAIL
/dom/nodes/Node-normalize.html	<harness>	OK
/dom/nodes/Node-normalize.html	Empty text nodes	FAIL
/dom/nodes/Node-normalize.html	Empty text nodes separated by a non-empty text node	FAIL
/dom/nodes/Node-normalize.html	Node.normalize()	PASS
/dom/nodes/Node-normalize.html	Non-text nodes with empty textContent values.	FAIL
/dom/nodes/Node-parentElement.html	<harness>	OK
/dom/nodes/Node-parentElement.html	When the parent is a document, parentElement should be null (comment)	FAIL
/dom/nodes/Node-parentElement.html	When the parent is a document, parentElement should be null (doctype)	FAIL
/dom/nodes/Node-parentElement.html	When the parent is a document, parentElement should be null (element)	PASS
/dom/nodes/Node-parentElement.html	When the parent is null, parentElement should be null	PASS
/dom/nodes/Node-parentElement.html	parentElement should return null for children of DocumentFragments (element)	PASS
/dom/nodes/Node-parentElement.html	parentElement should return null for children of DocumentFragments (text)	PASS
/dom/nodes/Node-parentElement.html	parentElement should work correctly in a document (element)	PASS
/dom/nodes/Node-parentElement.html	parentElement should work correctly in a document (text)	PASS
/dom/nodes/Node-parentElement.html	parentElement should work correctly in disconnected subtrees (element)	PASS
/dom/nodes/Node-parentElement.html	parentElement should work correctly in disconnected subtrees (text)	PASS
/dom/nodes/Node-parentElement.html	parentElement should work correctly with DocumentFragments (element)	PASS
/dom/nodes/Node-parentElement.html	parentElement should work correctly with DocumentFragments (text)	PASS
/dom/nodes/Node-parentNode.html	<harness>	OK
/dom/nodes/Node-parentNode.html	Doctype	FAIL
/dom/nodes/Node-parentNode.html	Document	PASS
/dom/nodes/Node-parentNode.html	Element	PASS
/dom/nodes/Node-parentNode.html	Removed iframe	FAIL
/dom/nodes/Node-parentNode.html	Root element	PASS
/dom/nodes/Node-properties.html	<harness>	ERROR
/dom/nodes/Node-removeChild.html	<harness>	OK
/dom/nodes/Node-removeChild.html	Calling removeChild on a comment from a frame document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Calling removeChild on a comment from a synthetic document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Calling removeChild on a comment from the main document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Calling removeChild on a element from a frame document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Calling removeChild on a element from a synthetic document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Calling removeChild on a element from the main document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Calling removeChild on a text from a frame document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Calling removeChild on a text from a synthetic document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Calling removeChild on a text from the main document with no children should throw NOT_FOUND_ERR.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached comment from a frame document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached comment from a synthetic document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached comment from the main document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached element from a frame document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached element from a synthetic document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached element from the main document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached text from a frame document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached text from a synthetic document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a detached text from the main document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached comment from a frame document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached comment from a synthetic document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached comment from the main document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached element from a frame document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached element from a synthetic document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached element from the main document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached text from a frame document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached text from a synthetic document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a non-detached text from the main document to removeChild should not affect it.	FAIL
/dom/nodes/Node-removeChild.html	Passing a value that is not a Node reference to removeChild should throw TypeError.	FAIL
/dom/nodes/Node-replaceChild.html	<harness>	OK
/dom/nodes/Node-replaceChild.html	If child's parent is not the context node, a NotFoundError exception should be thrown	FAIL
/dom/nodes/Node-replaceChild.html	If node is an inclusive ancestor of the context node, a HierarchyRequestError should be thrown.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a DocumentFragment, inserting a document or a doctype should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document (without element children), inserting a DocumentFragment that contains multiple elements should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting a DocumentFragment that contains a text node or too many elements should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting a DocumentFragment with an element before the doctype should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting a DocumentFragment with an element if there already is an element child should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting a doctype after the document element should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting a doctype if there already is a doctype child should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting a document or text node should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting a new doctype should work.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting an element before the doctype should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is a document, inserting an element if there already is an element child should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is an element, inserting a document or a doctype should throw a HierarchyRequestError.	FAIL
/dom/nodes/Node-replaceChild.html	If the context node is not a node that can contain children, a HierarchyRequestError exception should be thrown	FAIL
/dom/nodes/Node-replaceChild.html	Passing null to replaceChild should throw a TypeError.	FAIL
/dom/nodes/Node-replaceChild.html	Replacing a node with its next sibling should work (2 children)	PASS
/dom/nodes/Node-replaceChild.html	Replacing a node with its next sibling should work (4 children)	PASS
/dom/nodes/Node-replaceChild.html	Replacing a node with itself should not move the node	PASS
/dom/nodes/Node-replaceChild.html	Replacing an element with a DocumentFragment should allow a child of the DocumentFragment to be found by Id.	PASS
/dom/nodes/Node-replaceChild.html	Replacing the document element with a DocumentFragment containing a single element and comments should work.	FAIL
/dom/nodes/Node-replaceChild.html	Replacing the document element with a DocumentFragment containing a single element should work.	FAIL
/dom/nodes/Node-replaceChild.html	Replacing the document element with a single element should work.	FAIL
/dom/nodes/Node-replaceChild.html	Should check that 'node' is not an ancestor of 'parent' before checking whether 'child' is a child of 'parent'	FAIL
/dom/nodes/Node-replaceChild.html	Should check the 'parent' type before checking whether 'child' is a child of 'parent'	FAIL
/dom/nodes/Node-replaceChild.html	Should check whether 'child' is a child of 'parent' before checking whether 'node' can be inserted into the document given the kids the document has right now.	FAIL
/dom/nodes/Node-replaceChild.html	Should check whether 'child' is a child of 'parent' before checking whether 'node' is of a type that can have a parent of the type that 'parent' is.	FAIL
/dom/nodes/Node-replaceChild.html	Should check whether 'child' is a child of 'parent' before checking whether 'node' is of a type that can have a parent.	FAIL
/dom/nodes/Node-replaceChild.html	replaceChild should work in the presence of mutation events.	PASS
/dom/nodes/Node-textContent.html	<harness>	OK
/dom/nodes/Node-textContent.html	DocumentFragment with children	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with children set to ""	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with children set to "<b>xyz</b>"	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with children set to "abc"	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with children set to "d\0e"	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with children set to 42	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with children set to null	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with children set to undefined	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with descendants	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with descendants set to ""	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with descendants set to "<b>xyz</b>"	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with descendants set to "abc"	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with descendants set to "d\0e"	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with descendants set to 42	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with descendants set to null	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with descendants set to undefined	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with empty text node as child set to ""	PASS
/dom/nodes/Node-textContent.html	DocumentFragment with empty text node as child set to "<b>xyz</b>"	PASS
/dom/nodes/Node-textContent.html	DocumentFragment with empty text node as child set to "abc"	PASS
/dom/nodes/Node-textContent.html	DocumentFragment with empty text node as child set to "d\0e"	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with empty text node as child set to 42	PASS
/dom/nodes/Node-textContent.html	DocumentFragment with empty text node as child set to null	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment with empty text node as child set to undefined	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment without children set to ""	PASS
/dom/nodes/Node-textContent.html	DocumentFragment without children set to "<b>xyz</b>"	PASS
/dom/nodes/Node-textContent.html	DocumentFragment without children set to "abc"	PASS
/dom/nodes/Node-textContent.html	DocumentFragment without children set to "d\0e"	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment without children set to 42	PASS
/dom/nodes/Node-textContent.html	DocumentFragment without children set to null	FAIL
/dom/nodes/Node-textContent.html	DocumentFragment without children set to undefined	FAIL
/dom/nodes/Node-textContent.html	Element with children	FAIL
/dom/nodes/Node-textContent.html	Element with children set to ""	FAIL
/dom/nodes/Node-textContent.html	Element with children set to "<b>xyz</b>"	FAIL
/dom/nodes/Node-textContent.html	Element with children set to "abc"	FAIL
/dom/nodes/Node-textContent.html	Element with children set to "d\0e"	FAIL
/dom/nodes/Node-textContent.html	Element with children set to 42	FAIL
/dom/nodes/Node-textContent.html	Element with children set to null	FAIL
/dom/nodes/Node-textContent.html	Element with children set to undefined	FAIL
/dom/nodes/Node-textContent.html	Element with descendants	FAIL
/dom/nodes/Node-textContent.html	Element with descendants set to ""	FAIL
/dom/nodes/Node-textContent.html	Element with descendants set to "<b>xyz</b>"	FAIL
/dom/nodes/Node-textContent.html	Element with descendants set to "abc"	FAIL
/dom/nodes/Node-textContent.html	Element with descendants set to "d\0e"	FAIL
/dom/nodes/Node-textContent.html	Element with descendants set to 42	FAIL
/dom/nodes/Node-textContent.html	Element with descendants set to null	FAIL
/dom/nodes/Node-textContent.html	Element with descendants set to undefined	FAIL
/dom/nodes/Node-textContent.html	Element with empty text node as child set to ""	PASS
/dom/nodes/Node-textContent.html	Element with empty text node as child set to "<b>xyz</b>"	PASS
/dom/nodes/Node-textContent.html	Element with empty text node as child set to "abc"	PASS
/dom/nodes/Node-textContent.html	Element with empty text node as child set to "d\0e"	FAIL
/dom/nodes/Node-textContent.html	Element with empty text node as child set to 42	PASS
/dom/nodes/Node-textContent.html	Element with empty text node as child set to null	FAIL
/dom/nodes/Node-textContent.html	Element with empty text node as child set to undefined	FAIL
/dom/nodes/Node-textContent.html	Element without children set to ""	PASS
/dom/nodes/Node-textContent.html	Element without children set to "<b>xyz</b>"	PASS
/dom/nodes/Node-textContent.html	Element without children set to "abc"	PASS
/dom/nodes/Node-textContent.html	Element without children set to "d\0e"	FAIL
/dom/nodes/Node-textContent.html	Element without children set to 42	PASS
/dom/nodes/Node-textContent.html	Element without children set to null	FAIL
/dom/nodes/Node-textContent.html	Element without children set to undefined	FAIL
/dom/nodes/Node-textContent.html	For DocumentType created by parser, setting textContent should do nothing	FAIL
/dom/nodes/Node-textContent.html	For DocumentType created by parser, textContent should be null	FAIL
/dom/nodes/Node-textContent.html	For DocumentType created by script, setting textContent should do nothing	FAIL
/dom/nodes/Node-textContent.html	For DocumentType created by script, textContent should be null	FAIL
/dom/nodes/Node-textContent.html	For Documents created by createDocument, setting textContent should do nothing	FAIL
/dom/nodes/Node-textContent.html	For Documents created by createDocument, textContent should be null	FAIL
/dom/nodes/Node-textContent.html	For Documents created by createHTMLDocument, setting textContent should do nothing	FAIL
/dom/nodes/Node-textContent.html	For Documents created by createHTMLDocument, textContent should be null	FAIL
/dom/nodes/Node-textContent.html	For Documents created by parser, setting textContent should do nothing	PASS
/dom/nodes/Node-textContent.html	For Documents created by parser, textContent should be null	PASS
/dom/nodes/Node-textContent.html	For a Comment with data, textContent should be that data	FAIL
/dom/nodes/Node-textContent.html	For a Comment, textContent should set the data	FAIL
/dom/nodes/Node-textContent.html	For a ProcessingInstruction with data, textContent should be that data	FAIL
/dom/nodes/Node-textContent.html	For a ProcessingInstruction, textContent should set the data	FAIL
/dom/nodes/Node-textContent.html	For a Text with data, textContent should be that data	PASS
/dom/nodes/Node-textContent.html	For a Text, textContent should set the data	FAIL
/dom/nodes/Node-textContent.html	For an empty Comment, textContent should be the empty string	PASS
/dom/nodes/Node-textContent.html	For an empty DocumentFragment, textContent should be the empty string	PASS
/dom/nodes/Node-textContent.html	For an empty Element, textContent should be the empty string	PASS
/dom/nodes/Node-textContent.html	For an empty ProcessingInstruction, textContent should be the empty string	FAIL
/dom/nodes/Node-textContent.html	For an empty Text, textContent should be the empty string	PASS
/dom/nodes/NodeList-Iterable.html	<harness>	OK
/dom/nodes/NodeList-Iterable.html	NodeList has Symbol.iterator.	PASS
/dom/nodes/NodeList-Iterable.html	NodeList has entries method.	PASS
/dom/nodes/NodeList-Iterable.html	NodeList has forEach method.	PASS
/dom/nodes/NodeList-Iterable.html	NodeList has length method.	PASS
/dom/nodes/NodeList-Iterable.html	NodeList has values method.	PASS
/dom/nodes/NodeList-Iterable.html	NodeList is iterable via for-of loop.	PASS
/dom/nodes/NodeList-Iterable.html	NodeList responds to Object.keys correctly	FAIL
/dom/nodes/NodeList-Iterable.html	live NodeLists are for-of iterable and update appropriately	PASS
/dom/nodes/NodeList-live-mutations.window.html	<harness>	OK
/dom/nodes/NodeList-live-mutations.window.html	NodeList live mutations: NodeList ownPropertyNames	FAIL
/dom/nodes/NodeList-live-mutations.window.html	NodeList live mutations: NodeList.item(index)	PASS
/dom/nodes/NodeList-live-mutations.window.html	NodeList live mutations: NodeList.length	PASS
/dom/nodes/NodeList-live-mutations.window.html	NodeList live mutations: NodeList[index]	PASS
/dom/nodes/NodeList-static-length-getter-tampered-1.html	<harness>	OK
/dom/nodes/NodeList-static-length-getter-tampered-1.html	NodeList (static collection) "length" getter tampered	FAIL
/dom/nodes/NodeList-static-length-getter-tampered-2.html	<harness>	OK
/dom/nodes/NodeList-static-length-getter-tampered-2.html	NodeList (static collection) "length" getter tampered	FAIL
/dom/nodes/NodeList-static-length-getter-tampered-3.html	<harness>	OK
/dom/nodes/NodeList-static-length-getter-tampered-3.html	NodeList (static collection) "length" getter tampered	FAIL
/dom/nodes/NodeList-static-length-getter-tampered-indexOf-1.html	<harness>	OK
/dom/nodes/NodeList-static-length-getter-tampered-indexOf-1.html	NodeList (static collection) "length" getter tampered (Array.prototype.indexOf)	FAIL
/dom/nodes/NodeList-static-length-getter-tampered-indexOf-2.html	<harness>	OK
/dom/nodes/NodeList-static-length-getter-tampered-indexOf-2.html	NodeList (static collection) "length" getter tampered (Array.prototype.indexOf)	FAIL
/dom/nodes/NodeList-static-length-getter-tampered-indexOf-3.html	<harness>	OK
/dom/nodes/NodeList-static-length-getter-tampered-indexOf-3.html	NodeList (static collection) "length" getter tampered (Array.prototype.indexOf)	FAIL
/dom/nodes/ParentNode-append.html	<harness>	OK
/dom/nodes/ParentNode-append.html	DocumentFragment.append() with null as an argument, on a parent having a child.	PASS
/dom/nodes/ParentNode-append.html	DocumentFragment.append() with null as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	DocumentFragment.append() with one element and text as argument, on a parent having a child.	PASS
/dom/nodes/ParentNode-append.html	DocumentFragment.append() with only one element as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	DocumentFragment.append() with only text as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	DocumentFragment.append() with the same element twice.	PASS
/dom/nodes/ParentNode-append.html	DocumentFragment.append() with undefined as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	DocumentFragment.append() without any argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	Element.append() with null as an argument, on a parent having a child.	PASS
/dom/nodes/ParentNode-append.html	Element.append() with null as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	Element.append() with one element and text as argument, on a parent having a child.	PASS
/dom/nodes/ParentNode-append.html	Element.append() with only one element as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	Element.append() with only text as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	Element.append() with the same element twice.	PASS
/dom/nodes/ParentNode-append.html	Element.append() with undefined as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	Element.append() without any argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-append.html	If node is a DocumentFragment with an element and parent is a document with another element, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-append.html	If node is a DocumentFragment with multiple elements and parent is a document, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-append.html	If node is a Text node and parent is a document, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-append.html	If node is a doctype and parent is a document with an element, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-append.html	If node is a doctype and parent is a document with another doctype, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-append.html	If node is a doctype and parent is not a document, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-append.html	If node is a host-including inclusive ancestor of parent, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-append.html	If node is an Element and parent is a document with another element, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-append.html	If node is not a DocumentFragment, DocumentType, Element, Text, ProcessingInstruction, or Comment node, then throw a HierarchyRequestError DOMException.	FAIL
/dom/nodes/ParentNode-children.html	<harness>	OK
/dom/nodes/ParentNode-children.html	ParentNode.children should be a live collection	PASS
/dom/nodes/ParentNode-prepend.html	<harness>	OK
/dom/nodes/ParentNode-prepend.html	DocumentFragment.prepend() with null as an argument, on a parent having a child.	PASS
/dom/nodes/ParentNode-prepend.html	DocumentFragment.prepend() with null as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-prepend.html	DocumentFragment.prepend() with one element and text as argument, on a parent having a child.	PASS
/dom/nodes/ParentNode-prepend.html	DocumentFragment.prepend() with only one element as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-prepend.html	DocumentFragment.prepend() with only text as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-prepend.html	DocumentFragment.prepend() with undefined as an argument, on a parent having no child.	PASS
/dom/nodes/ParentNode-prepend.html	DocumentFragment.prepend() without any argument, on a parent having no child.	PASS
